 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2024
Ano Notificação: 2024
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2024
"Município (Res)";"Masculino";"Feminino";"Total"
"431950 São Sebastião do Caí";1;1;2
"431960 São Sepé";1;1;2
"431990 Sapiranga";16;9;25
"432000 Sapucaia do Sul";19;9;28
"432010 Sarandi";1;2;3
"432055 Sertão Santana";0;1;1
"432070 Sobradinho";1;0;1
"432080 Soledade";3;2;5
"432090 Tapejara";0;1;1
"432100 Tapera";0;1;1
"432110 Tapes";4;3;7
"432120 Taquara";8;2;10
"432135 Tavares";1;1;2
"432140 Tenente Portela";1;0;1
"432143 Terra de Areia";0;2;2
"432145 Teutônia";1;1;2
"432150 Torres";3;2;5
"432160 Tramandaí";22;15;37
"432162 Travesseiro";1;0;1
"432166 Três Cachoeiras";1;0;1
"432170 Três Coroas";2;1;3
"432180 Três de Maio";1;0;1
"432200 Triunfo";2;1;3
"432220 Tupanciretã";1;2;3
"432240 Uruguaiana";19;11;30
"432250 Vacaria";14;5;19
"432253 Vale do Sol";0;2;2
"432252 Vale Verde";0;1;1
"432260 Venâncio Aires";7;2;9
"432270 Vera Cruz";1;0;1
"432280 Veranópolis";0;1;1
"432300 Viamão";58;26;84
"432375 Vitória das Missões";0;1;1
"432380 Xangri-lá";2;3;5
"Total";1655;990;2645
