 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2016
"Município (Res)";"Masculino";"Feminino";"Total"
"412750 Tibagi";0;1;1
"412760 Tijucas do Sul";2;0;2
"412770 Toledo";30;13;43
"412785 Três Barras do Paraná";1;0;1
"412800 Ubiratã";1;1;2
"412810 Umuarama";15;2;17
"412820 União da Vitória";6;5;11
"412840 Uraí";2;0;2
"412853 Ventania";0;1;1
"412850 Wenceslau Braz";0;1;1
"Total";1268;583;1851
