 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2018
Ano Notificação: 2018
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2018
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"não se aplica";"Total"
"432190 Três Passos";0;0;0;0;0;0;2;0;2;0;4
"432195 Trindade do Sul";0;0;0;0;2;0;0;0;0;0;2
"432200 Triunfo";0;1;1;1;0;1;1;0;0;0;5
"432210 Tucunduva";0;1;0;0;0;0;0;0;0;0;1
"432218 Tupanci do Sul";0;0;0;1;0;0;0;0;0;0;1
"432220 Tupanciretã";0;0;0;0;1;0;0;0;0;0;1
"432240 Uruguaiana";2;4;2;6;1;6;4;0;1;0;26
"432250 Vacaria";0;3;0;4;1;2;3;0;0;0;13
"432260 Venâncio Aires";0;0;1;0;0;1;1;0;0;0;3
"432270 Vera Cruz";0;0;0;0;1;1;1;1;0;0;4
"432300 Viamão";0;10;7;16;15;8;7;0;3;1;67
"432310 Vicente Dutra";0;1;0;0;0;0;0;0;0;0;1
"432380 Xangri-lá";0;0;0;0;1;0;0;0;0;0;1
"Total";52;233;147;580;305;251;359;92;156;1;2176
