 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"430700 Erechim";9;10;19
"430740 Esmeralda";0;1;1
"430750 Espumoso";3;1;4
"430760 Estância Velha";1;7;8
"430770 Esteio";22;19;41
"430780 Estrela";6;2;8
"430781 Estrela Velha";0;1;1
"430790 Farroupilha";4;3;7
"430820 Flores da Cunha";1;0;1
"430830 Fontoura Xavier";0;1;1
"430850 Frederico Westphalen";10;1;11
"430860 Garibaldi";0;5;5
"430870 Gaurama";1;0;1
"430880 General Câmara";3;0;3
"430890 Getúlio Vargas";1;1;2
"430900 Giruá";2;4;6
"430905 Glorinha";0;1;1
"430910 Gramado";2;3;5
"430915 Gramado Xavier";1;0;1
"430920 Gravataí";62;52;114
"430930 Guaíba";15;9;24
"430940 Guaporé";2;3;5
"430950 Guarani das Missões";0;1;1
"430710 Herval";1;2;3
"430960 Horizontina";0;1;1
"430965 Hulha Negra";2;0;2
"430980 Ibiaçá";1;0;1
"430995 Ibirapuitã";0;1;1
"431000 Ibirubá";5;0;5
"431010 Igrejinha";5;2;7
"431020 Ijuí";13;10;23
"431033 Imbé";2;3;5
"431040 Independência";0;1;1
"431060 Itaqui";7;9;16
"431080 Ivoti";2;2;4
"431085 Jaboticaba";1;0;1
"431110 Jaguari";1;0;1
"431120 Júlio de Castilhos";4;0;4
"431127 Lagoa dos Três Cantos";1;1;2
"431130 Lagoa Vermelha";7;6;13
"431140 Lajeado";36;6;42
"431150 Lavras do Sul";1;1;2
"431180 Marau";2;0;2
"431198 Mariana Pimentel";0;1;1
"431205 Marques de Souza";1;0;1
"431210 Mata";1;0;1
"431220 Maximiliano de Almeida";1;0;1
"431225 Minas do Leão";1;1;2
"431240 Montenegro";17;7;24
"431250 Mostardas";3;2;5
"431265 Não-Me-Toque";0;1;1
"431270 Nonoai";1;1;2
"431306 Nova Hartz";2;2;4
"431330 Nova Prata";2;0;2
"431337 Nova Santa Rita";2;2;4
"431340 Novo Hamburgo";61;41;102
"431346 Novo Xingu";1;0;1
"431350 Osório";15;6;21
"431365 Palmares do Sul";1;2;3
"431370 Palmeira das Missões";3;6;9
"431380 Palmitinho";1;1;2
"431390 Panambi";1;1;2
"431395 Pantano Grande";1;1;2
"431403 Pareci Novo";0;1;1
"431405 Parobé";6;5;11
"431410 Passo Fundo";41;19;60
"431415 Paverama";1;1;2
"431420 Pedro Osório";1;0;1
"431440 Pelotas";75;63;138
"431445 Pinhal";0;1;1
"431450 Pinheiro Machado";1;1;2
"431477 Pontão";0;1;1
"431480 Portão";1;2;3
"431490 Porto Alegre";659;458;1117
"431500 Porto Lucena";1;0;1
"431515 Progresso";0;1;1
"431530 Quaraí";2;0;2
"431540 Redentora";1;0;1
"431550 Restinga Seca";3;1;4
"431560 Rio Grande";77;57;134
"431570 Rio Pardo";6;3;9
"431580 Roca Sales";1;0;1
"431610 Ronda Alta";0;1;1
"431640 Rosário do Sul";3;1;4
"431660 Sananduva";1;1;2
"431670 Santa Bárbara do Sul";1;0;1
"431680 Santa Cruz do Sul";50;30;80
"431690 Santa Maria";58;32;90
"431720 Santa Rosa";6;5;11
"431730 Santa Vitória do Palmar";8;6;14
"431710 Santana do Livramento";13;9;22
"431740 Santiago";8;4;12
"431750 Santo Ângelo";15;11;26
"431760 Santo Antônio da Patrulha";5;2;7
"431780 Santo Augusto";1;0;1
"431800 São Borja";9;6;15
"431805 São Domingos do Sul";0;1;1
"431830 São Gabriel";9;7;16
"431840 São Jerônimo";1;1;2
"431850 São José do Norte";2;1;3
"431862 São José dos Ausentes";0;1;1
"431870 São Leopoldo";62;44;106
"431880 São Lourenço do Sul";1;0;1
"431890 São Luiz Gonzaga";6;5;11
"431900 São Marcos";1;1;2
"431915 São Miguel das Missões";0;1;1
"431920 São Nicolau";0;1;1
"431935 São Pedro da Serra";0;1;1
"431936 São Pedro das Missões";1;0;1
"431940 São Pedro do Sul";1;1;2
"431950 São Sebastião do Caí";2;0;2
"431990 Sapiranga";12;6;18
"432000 Sapucaia do Sul";53;31;84
"432010 Sarandi";0;1;1
"432020 Seberi";0;1;1
"432055 Sertão Santana";1;0;1
"432070 Sobradinho";0;1;1
"432080 Soledade";5;0;5
"432085 Tabaí";1;0;1
"432090 Tapejara";1;0;1
"432100 Tapera";1;1;2
"432110 Tapes";3;0;3
"432120 Taquara";22;8;30
"432130 Taquari";1;0;1
"432140 Tenente Portela";0;1;1
"432143 Terra de Areia";1;1;2
"432145 Teutônia";4;4;8
"432146 Tio Hugo";0;1;1
"432150 Torres";7;12;19
"432160 Tramandaí";26;13;39
"432170 Três Coroas";2;1;3
"432180 Três de Maio";2;0;2
"432190 Três Passos";2;3;5
"432200 Triunfo";1;0;1
"432225 Tupandi";1;0;1
"432232 Turuçu";1;0;1
"432240 Uruguaiana";26;15;41
"432250 Vacaria";10;6;16
"432260 Venâncio Aires";9;7;16
"432270 Vera Cruz";0;2;2
"432280 Veranópolis";3;1;4
"432300 Viamão";56;43;99
"432380 Xangri-lá";7;9;16
"Total";2251;1499;3750
