 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2017
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Ignorado";"Total"
"431440 Pelotas";97;30;1;11;2;141
"431450 Pinheiro Machado";0;1;0;0;0;1
"431460 Piratini";1;1;0;0;0;2
"431480 Portão";1;0;0;0;0;1
"431490 Porto Alegre";640;185;2;111;6;944
"431515 Progresso";2;0;0;0;0;2
"431530 Quaraí";1;0;0;1;0;2
"431531 Quatro Irmãos";1;0;0;0;0;1
"431535 Quinze de Novembro";1;0;0;0;0;1
"431540 Redentora";1;0;0;0;0;1
"431550 Restinga Seca";1;0;0;1;0;2
"431560 Rio Grande";103;17;0;5;0;125
"431570 Rio Pardo";6;3;0;2;0;11
"431600 Rolante";3;0;0;0;0;3
"431610 Ronda Alta";2;0;0;0;0;2
"431640 Rosário do Sul";5;0;0;0;0;5
"431670 Santa Bárbara do Sul";1;0;0;0;0;1
"431680 Santa Cruz do Sul";37;2;0;5;0;44
"431690 Santa Maria";84;14;0;13;0;111
"431720 Santa Rosa";7;0;0;2;0;9
"431730 Santa Vitória do Palmar";6;2;0;0;0;8
"431710 Santana do Livramento";10;1;1;3;0;15
"431740 Santiago";10;2;0;2;0;14
"431750 Santo Ângelo";20;0;0;2;0;22
"431760 Santo Antônio da Patrulha";7;1;0;0;0;8
"431780 Santo Augusto";1;0;0;0;0;1
"431800 São Borja";19;0;0;1;0;20
"431820 São Francisco de Paula";1;0;0;0;0;1
"431830 São Gabriel";8;2;0;2;0;12
"431840 São Jerônimo";1;0;0;0;0;1
"431843 São João do Polêsine";1;0;0;0;0;1
"431850 São José do Norte";2;0;0;1;0;3
"431860 São José do Ouro";1;0;0;0;0;1
"431870 São Leopoldo";91;8;0;10;2;111
"431880 São Lourenço do Sul";4;1;0;0;0;5
"431890 São Luiz Gonzaga";11;0;0;1;0;12
"431900 São Marcos";1;0;0;0;0;1
"431915 São Miguel das Missões";1;0;0;0;0;1
"431920 São Nicolau";1;0;0;0;0;1
"431936 São Pedro das Missões";1;0;0;0;0;1
"431950 São Sebastião do Caí";4;0;0;0;0;4
"431960 São Sepé";2;0;0;0;0;2
"431975 São Vendelino";1;0;0;0;0;1
"431990 Sapiranga";20;0;0;0;0;20
"432000 Sapucaia do Sul";47;3;0;1;0;51
"432010 Sarandi";3;0;0;0;0;3
"432020 Seberi";1;0;0;0;0;1
"432035 Sentinela do Sul";2;0;0;0;0;2
"432070 Sobradinho";0;1;0;0;0;1
"432080 Soledade";11;0;0;1;0;12
"432090 Tapejara";1;0;0;0;0;1
"432110 Tapes";1;0;0;0;0;1
"432120 Taquara";16;1;0;0;0;17
"432130 Taquari";2;0;0;0;0;2
"432140 Tenente Portela";1;0;0;0;0;1
"432145 Teutônia";2;0;0;0;0;2
"432147 Tiradentes do Sul";1;0;0;0;0;1
"432150 Torres";13;0;0;0;0;13
"432160 Tramandaí";36;7;1;0;0;44
"432166 Três Cachoeiras";1;0;0;0;0;1
"432180 Três de Maio";5;0;0;0;0;5
"432183 Três Forquilhas";1;0;0;0;0;1
"432190 Três Passos";1;0;0;0;0;1
"432195 Trindade do Sul";1;0;0;0;0;1
"432200 Triunfo";4;1;0;0;0;5
"432210 Tucunduva";1;0;0;0;0;1
"432220 Tupanciretã";1;0;0;0;0;1
"432234 Ubiretama";1;0;0;0;0;1
"432240 Uruguaiana";29;3;0;9;1;42
"432250 Vacaria";7;0;0;1;0;8
"432254 Vale Real";1;0;0;0;0;1
"432252 Vale Verde";1;0;0;0;0;1
"432260 Venâncio Aires";12;0;1;1;0;14
"432270 Vera Cruz";3;0;0;0;0;3
"432280 Veranópolis";1;0;0;1;0;2
"432300 Viamão";73;17;0;6;5;101
"432370 Vista Gaúcha";1;0;0;0;0;1
"432377 Westfalia";1;0;0;0;0;1
"432380 Xangri-lá";6;1;0;0;0;7
"Total";2513;432;14;304;25;3288
