 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2020
Ano Notificação: 2020
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2020
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"420750 Indaial";0;0;0;0;3;2;1;1;0;1;0;8
"420780 Irani";0;0;0;0;0;1;1;0;0;0;0;2
"420810 Itaiópolis";0;0;0;0;0;0;0;1;0;0;0;1
"420820 Itajaí";1;0;0;0;12;25;26;9;7;1;0;81
"420830 Itapema";1;0;0;0;2;3;5;3;1;0;0;15
"420845 Itapoá";0;0;0;0;0;0;1;1;1;0;0;3
"420850 Ituporanga";0;0;0;0;0;1;0;1;0;0;0;2
"420870 Jacinto Machado";0;0;0;0;0;1;0;0;0;0;0;1
"420880 Jaguaruna";0;0;0;0;0;0;1;1;0;0;0;2
"420890 Jaraguá do Sul";0;0;0;0;6;4;5;0;3;0;0;18
"420900 Joaçaba";0;0;0;0;1;1;2;2;2;0;0;8
"420910 Joinville";0;0;0;5;40;37;33;21;6;1;0;143
"420930 Lages";0;0;0;2;13;11;9;1;2;0;0;38
"420940 Laguna";0;0;0;0;0;2;1;2;0;0;0;5
"420950 Laurentino";0;0;0;0;0;0;1;0;0;0;0;1
"420960 Lauro Muller";0;0;0;0;1;0;0;0;0;0;0;1
"420990 Lontras";0;0;0;1;0;0;0;0;0;0;0;1
"421000 Luiz Alves";0;0;0;0;1;0;0;0;0;0;0;1
"421010 Mafra";0;0;0;0;1;3;2;0;0;0;0;6
"421040 Maracajá";0;0;0;0;0;0;1;0;0;0;0;1
"421090 Modelo";0;0;0;0;0;0;0;1;0;0;0;1
"421105 Monte Carlo";0;0;0;0;0;0;0;1;0;0;0;1
"421120 Morro da Fumaça";0;0;0;0;0;0;0;2;0;0;0;2
"421130 Navegantes";0;0;0;0;3;5;4;3;2;0;0;17
"421140 Nova Erechim";0;0;0;0;0;1;0;0;0;0;0;1
"421145 Nova Itaberaba";0;0;0;0;0;0;1;0;0;0;0;1
"421150 Nova Trento";0;0;0;0;0;0;1;0;0;0;0;1
"421160 Nova Veneza";0;0;0;0;0;0;2;0;0;0;0;2
"421170 Orleans";0;0;0;0;1;0;0;1;1;0;0;3
"421190 Palhoça";0;0;0;1;13;13;16;6;0;3;0;52
"421210 Palmitos";0;0;0;1;0;0;0;0;0;0;0;1
"421240 Pedras Grandes";0;0;0;0;1;0;0;0;0;0;0;1
"421250 Penha";0;0;0;0;1;0;1;2;0;0;0;4
"421270 Petrolândia";0;0;0;0;0;0;1;0;0;0;0;1
"421280 Piçarras";0;0;0;0;1;0;1;0;0;0;0;2
"421290 Pinhalzinho";0;0;0;0;1;2;0;0;0;1;0;4
"421320 Pomerode";0;0;0;1;1;1;0;2;0;0;0;5
"421340 Ponte Serrada";0;0;0;0;1;2;0;0;0;0;0;3
"421350 Porto Belo";0;0;0;0;1;0;1;1;0;1;0;4
"421360 Porto União";0;0;0;0;0;0;0;0;0;0;1;1
"421370 Pouso Redondo";0;0;0;0;0;0;1;0;0;0;0;1
"421400 Presidente Getúlio";0;0;0;0;3;0;0;1;0;0;0;4
"421440 Rio das Antas";0;0;0;1;0;0;0;0;0;0;0;1
"421460 Rio do Oeste";0;0;0;0;0;0;1;0;0;0;0;1
"421480 Rio do Sul";0;0;0;2;6;9;2;7;4;3;0;33
"421470 Rio dos Cedros";0;0;0;0;1;0;0;0;0;0;0;1
"421500 Rio Negrinho";0;0;0;0;0;1;0;2;0;0;0;3
"421510 Rodeio";0;0;0;0;0;0;1;0;0;0;0;1
"421530 Salete";0;0;0;0;0;0;1;0;0;0;0;1
"421545 Sangão";0;0;0;0;0;0;1;0;0;0;0;1
"421550 Santa Cecília";0;0;0;0;0;2;0;1;0;0;0;3
"421570 Santo Amaro da Imperatriz";0;0;0;0;1;2;2;2;0;0;0;7
"421580 São Bento do Sul";0;0;0;0;1;1;1;2;0;0;0;5
"421590 São Bonifácio";0;0;0;0;1;0;0;0;0;0;0;1
"421605 São Cristovão do Sul";0;0;0;0;1;0;0;0;0;0;0;1
"421620 São Francisco do Sul";0;0;0;0;3;5;4;2;1;0;0;15
"421650 São Joaquim";0;0;0;0;1;0;0;1;1;0;0;3
"421660 São José";0;0;0;0;17;24;28;11;4;4;0;88
"421700 São Ludgero";0;0;0;0;0;0;1;0;0;0;0;1
"421720 São Miguel do Oeste";0;0;0;0;0;0;1;1;0;0;0;2
"421725 São Pedro de Alcântara";0;0;0;0;0;0;0;1;0;0;0;1
"421755 Serra Alta";0;0;0;0;0;0;0;1;0;0;0;1
"421770 Sombrio";0;0;0;0;0;1;0;0;0;0;0;1
"421780 Taió";0;0;0;0;0;2;0;1;0;0;0;3
"421800 Tijucas";0;0;1;0;0;1;5;3;2;1;0;13
"421810 Timbé do Sul";0;0;0;0;0;2;0;0;0;0;0;2
"421820 Timbó";0;0;0;1;4;0;0;1;1;0;0;7
"421825 Timbó Grande";0;0;0;0;0;0;0;1;0;0;0;1
"421830 Três Barras";0;0;0;0;0;1;1;0;0;0;0;2
"421850 Treze Tílias";0;0;0;0;0;1;0;0;0;0;0;1
"421870 Tubarão";0;0;0;0;6;7;9;6;2;0;0;30
"421880 Turvo";0;0;0;0;0;1;0;0;0;0;0;1
"421885 União do Oeste";0;0;0;0;0;1;0;0;0;0;0;1
"421890 Urubici";0;0;0;0;1;0;0;0;0;0;0;1
"421900 Urussanga";0;0;0;0;2;0;0;0;0;0;0;2
"421930 Videira";0;0;0;0;1;3;2;1;3;0;0;10
"421940 Witmarsum";0;0;0;0;1;0;0;0;0;0;0;1
"421950 Xanxerê";0;0;0;1;0;2;2;5;0;0;0;10
"421970 Xaxim";0;0;0;0;0;1;0;1;0;0;0;2
"Total";7;2;1;28;315;371;317;216;89;28;3;1377
