 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2023
"Município (Res)";"Masculino";"Feminino";"Total"
"431140 Lajeado";15;4;19
"431180 Marau";9;0;9
"431240 Montenegro";13;13;26
"431245 Morro Redondo";1;0;1
"431280 Nova Araçá";1;0;1
"431290 Nova Bassano";0;1;1
"431306 Nova Hartz";1;1;2
"431330 Nova Prata";0;1;1
"431337 Nova Santa Rita";1;2;3
"431340 Novo Hamburgo";47;34;81
"431350 Osório";12;4;16
"431360 Paim Filho";1;0;1
"431365 Palmares do Sul";0;1;1
"431370 Palmeira das Missões";9;6;15
"431390 Panambi";3;0;3
"431405 Parobé";4;6;10
"431410 Passo Fundo";41;18;59
"431415 Paverama";0;1;1
"431440 Pelotas";54;48;102
"431442 Picada Café";1;0;1
"431450 Pinheiro Machado";2;0;2
"431460 Piratini";2;1;3
"431477 Pontão";1;0;1
"431480 Portão";2;2;4
"431490 Porto Alegre";434;285;719
"431510 Porto Xavier";1;0;1
"431530 Quaraí";2;0;2
"431532 Quevedos";1;0;1
"431560 Rio Grande";42;29;71
"431570 Rio Pardo";4;3;7
"431600 Rolante";3;0;3
"431610 Ronda Alta";1;0;1
"431620 Rondinha";1;0;1
"431640 Rosário do Sul";3;3;6
"431645 Salto do Jacuí";0;1;1
"431680 Santa Cruz do Sul";31;16;47
"431690 Santa Maria";63;41;104
"431695 Santa Maria do Herval";1;0;1
"431720 Santa Rosa";9;5;14
"431730 Santa Vitória do Palmar";8;6;14
"431710 Santana do Livramento";5;1;6
"431740 Santiago";3;3;6
"431750 Santo Ângelo";12;9;21
"431760 Santo Antônio da Patrulha";6;6;12
"431780 Santo Augusto";1;0;1
"431800 São Borja";3;4;7
"431830 São Gabriel";3;1;4
"431840 São Jerônimo";9;8;17
"431843 São João do Polêsine";1;0;1
"431850 São José do Norte";1;1;2
"431870 São Leopoldo";48;25;73
"431880 São Lourenço do Sul";2;2;4
"431890 São Luiz Gonzaga";7;6;13
"431900 São Marcos";2;1;3
"431910 São Martinho";1;0;1
"431912 São Martinho da Serra";1;1;2
"431915 São Miguel das Missões";1;0;1
"431940 São Pedro do Sul";2;2;4
"431950 São Sebastião do Caí";4;4;8
"431960 São Sepé";3;0;3
"431980 São Vicente do Sul";0;1;1
"431990 Sapiranga";9;13;22
"432000 Sapucaia do Sul";22;14;36
"432020 Seberi";0;1;1
"432055 Sertão Santana";1;0;1
"432065 Silveira Martins";0;1;1
"432067 Sinimbu";0;1;1
"432070 Sobradinho";1;0;1
"432080 Soledade";0;1;1
"432100 Tapera";1;0;1
"432110 Tapes";3;2;5
"432120 Taquara";9;4;13
"432130 Taquari";1;0;1
"432143 Terra de Areia";1;0;1
"432145 Teutônia";0;1;1
"432150 Torres";7;3;10
"432160 Tramandaí";25;17;42
"432166 Três Cachoeiras";1;0;1
"432180 Três de Maio";1;0;1
"432190 Três Passos";0;1;1
"432200 Triunfo";5;1;6
"432220 Tupanciretã";1;0;1
"432240 Uruguaiana";24;8;32
"432250 Vacaria";8;7;15
"432253 Vale do Sol";1;0;1
"432260 Venâncio Aires";7;4;11
"432270 Vera Cruz";2;0;2
"432280 Veranópolis";0;1;1
"432300 Viamão";41;30;71
"432380 Xangri-lá";5;2;7
"Total";1667;1059;2726
