 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2023
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"não se aplica";"Total"
"431710 Santana do Livramento";0;0;0;0;3;0;1;0;0;0;4
"431740 Santiago";0;0;0;1;0;1;1;1;1;0;5
"431750 Santo Ângelo";0;0;0;1;2;3;1;1;0;0;8
"431760 Santo Antônio da Patrulha";0;0;1;3;1;0;3;0;0;0;8
"431780 Santo Augusto";0;0;0;0;0;0;1;0;0;0;1
"431800 São Borja";0;1;0;0;1;2;2;0;1;0;7
"431830 São Gabriel";0;0;0;1;0;0;3;0;0;0;4
"431840 São Jerônimo";0;2;0;4;2;2;2;0;0;0;12
"431843 São João do Polêsine";0;0;1;0;0;0;0;0;0;0;1
"431850 São José do Norte";0;0;0;1;0;0;1;0;0;0;2
"431870 São Leopoldo";0;3;5;15;5;5;9;3;5;1;51
"431880 São Lourenço do Sul";0;0;0;1;1;0;1;0;0;0;3
"431890 São Luiz Gonzaga";0;0;0;2;4;1;2;0;0;0;9
"431900 São Marcos";0;0;1;1;0;0;0;0;0;0;2
"431910 São Martinho";0;1;0;0;0;0;0;0;0;0;1
"431912 São Martinho da Serra";0;1;0;1;0;0;0;0;0;0;2
"431915 São Miguel das Missões";0;0;0;0;0;0;0;1;0;0;1
"431940 São Pedro do Sul";0;1;0;0;0;0;2;0;0;0;3
"431950 São Sebastião do Caí";0;0;4;0;1;0;0;0;0;0;5
"431960 São Sepé";0;0;0;0;0;2;0;0;0;0;2
"431980 São Vicente do Sul";0;0;0;1;0;0;0;0;0;0;1
"431990 Sapiranga";0;0;0;5;1;5;5;0;1;0;17
"432000 Sapucaia do Sul";1;1;0;1;2;18;5;0;2;0;30
"432020 Seberi";0;0;0;1;0;0;0;0;0;0;1
"432065 Silveira Martins";0;0;0;1;0;0;0;0;0;0;1
"432067 Sinimbu";0;0;0;0;0;0;0;1;0;0;1
"432080 Soledade";0;0;1;0;0;0;0;0;0;0;1
"432100 Tapera";0;0;0;0;0;1;0;0;0;0;1
"432110 Tapes";0;1;0;0;1;0;0;0;0;0;2
"432120 Taquara";0;2;0;1;1;3;1;1;0;0;9
"432143 Terra de Areia";0;0;0;1;0;0;0;0;0;0;1
"432150 Torres";0;0;0;2;3;0;3;0;0;0;8
"432160 Tramandaí";1;2;1;15;3;4;0;0;0;0;26
"432166 Três Cachoeiras";0;0;0;0;0;0;0;0;1;0;1
"432180 Três de Maio";0;0;0;0;0;0;1;0;0;0;1
"432190 Três Passos";0;0;0;0;0;0;1;0;0;0;1
"432200 Triunfo";0;1;0;2;1;1;0;0;0;0;5
"432220 Tupanciretã";0;0;0;1;0;0;0;0;0;0;1
"432240 Uruguaiana";0;1;1;10;4;2;3;2;3;0;26
"432250 Vacaria";0;0;0;3;1;1;2;1;2;0;10
"432260 Venâncio Aires";0;0;1;5;0;0;2;0;0;0;8
"432270 Vera Cruz";0;0;0;0;0;1;0;0;0;0;1
"432280 Veranópolis";0;0;0;0;0;1;0;0;0;0;1
"432300 Viamão";0;4;4;13;4;3;10;0;2;0;40
"432380 Xangri-lá";0;1;0;0;1;3;2;0;0;0;7
"Total";23;155;94;461;199;256;391;76;155;1;1811
