 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2017
Ano Notificação: 2017
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2017
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"410880 Guaíra";5;1;0;6
"410920 Guaraci";1;0;0;1
"410930 Guaraniaçu";0;1;0;1
"410940 Guarapuava";15;8;0;23
"410960 Guaratuba";2;2;0;4
"410970 Ibaiti";7;5;0;12
"410980 Ibiporã";5;3;0;8
"411070 Irati";7;1;0;8
"411080 Iretama";0;1;0;1
"411110 Itambé";1;0;0;1
"411120 Itapejara d'Oeste";1;0;0;1
"411125 Itaperuçu";0;1;0;1
"411140 Ivaí";1;0;0;1
"411150 Ivaiporã";3;0;0;3
"411160 Ivatuba";1;0;0;1
"411180 Jacarezinho";12;11;0;23
"411190 Jaguapitã";1;0;0;1
"411200 Jaguariaíva";3;0;0;3
"411210 Jandaia do Sul";3;0;0;3
"411270 Jataizinho";1;1;0;2
"411320 Lapa";1;1;0;2
"411325 Laranjal";1;0;0;1
"411330 Laranjeiras do Sul";1;1;0;2
"411370 Londrina";94;39;0;133
"411380 Lupionópolis";1;0;0;1
"411390 Mallet";1;0;0;1
"411400 Mamborê";1;0;0;1
"411410 Mandaguaçu";0;1;0;1
"411420 Mandaguari";2;2;0;4
"411430 Mandirituba";1;0;0;1
"411470 Maria Helena";1;0;0;1
"411480 Marialva";0;1;0;1
"411490 Marilândia do Sul";1;0;0;1
"411500 Marilena";1;0;0;1
"411520 Maringá";91;28;0;119
"411540 Marmeleiro";0;1;0;1
"411570 Matinhos";2;0;0;2
"411580 Medianeira";3;0;0;3
"411600 Miraselva";1;0;0;1
"411610 Moreira Sales";1;1;0;2
"411620 Morretes";1;1;0;2
"411690 Nova Esperança";1;0;0;1
"411695 Nova Esperança do Sudoeste";1;0;0;1
"411721 Nova Santa Bárbara";0;1;0;1
"411745 Ouro Verde do Oeste";0;1;0;1
"411750 Paiçandu";0;1;0;1
"411760 Palmas";2;2;0;4
"411770 Palmeira";0;1;0;1
"411780 Palmital";0;1;0;1
"411790 Palotina";3;2;0;5
"411810 Paranacity";1;0;0;1
"411820 Paranaguá";56;29;0;85
"411840 Paranavaí";5;1;0;6
"411850 Pato Branco";19;9;0;28
"411860 Paula Freitas";1;0;0;1
"411880 Peabiru";0;1;0;1
"411915 Pinhais";37;10;0;47
"411930 Pinhão";2;0;0;2
"411940 Piraí do Sul";0;1;0;1
"411950 Piraquara";14;8;0;22
"411960 Pitanga";1;2;0;3
"411990 Ponta Grossa";54;25;0;79
"411995 Pontal do Paraná";1;0;0;1
"412000 Porecatu";1;1;0;2
"412050 Primeiro de Maio";1;0;0;1
"412060 Prudentópolis";1;1;0;2
"412080 Quatro Barras";1;0;0;1
"412090 Quedas do Iguaçu";3;1;0;4
"412100 Querência do Norte";1;0;0;1
"412130 Rancho Alegre";1;0;0;1
"412140 Realeza";1;1;0;2
"412150 Rebouças";1;0;0;1
"412170 Reserva";1;0;0;1
"412175 Reserva do Iguaçu";0;1;0;1
"412220 Rio Branco do Sul";2;1;0;3
"412240 Rolândia";12;0;0;12
"412250 Roncador";0;1;0;1
"412265 Rosário do Ivaí";0;1;0;1
"412320 Santa Cecília do Pavão";1;0;0;1
"412330 Santa Cruz de Monte Castelo";0;1;0;1
"412350 Santa Helena";3;2;0;5
"412405 Santa Terezinha de Itaipu";1;1;0;2
"412470 São Jerônimo da Serra";0;1;0;1
"412510 São João do Triunfo";1;0;0;1
"412550 São José dos Pinhais";59;21;0;80
"412570 São Miguel do Iguaçu";0;1;0;1
"412575 São Pedro do Iguaçu";0;1;0;1
"412600 São Sebastião da Amoreira";0;1;0;1
"412625 Sarandi";12;6;0;18
"412650 Sertanópolis";2;0;0;2
"412680 Tapejara";2;2;0;4
"412710 Telêmaco Borba";1;3;0;4
"412740 Terra Roxa";0;2;0;2
"412770 Toledo";33;16;1;50
"412785 Três Barras do Paraná";2;1;0;3
"412788 Tunas do Paraná";1;0;0;1
"412790 Tuneiras do Oeste";1;0;0;1
"412800 Ubiratã";2;2;0;4
"412810 Umuarama";13;7;0;20
"412820 União da Vitória";3;4;0;7
"412840 Uraí";0;1;0;1
"412860 Verê";1;0;0;1
"412870 Vitorino";1;1;0;2
"412850 Wenceslau Braz";1;0;0;1
"Total";1309;590;1;1900
