 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2020
Ano Notificação: 2020
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2020
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"411350 Loanda";0;0;0;0;1;0;0;0;0;0;0;1
"411360 Lobato";0;0;0;0;1;0;0;0;0;0;0;1
"411370 Londrina";0;0;0;4;25;24;16;16;9;3;0;97
"411410 Mandaguaçu";0;0;0;0;0;0;0;1;0;0;0;1
"411430 Mandirituba";0;0;0;0;0;2;0;0;0;0;0;2
"411460 Marechal Cândido Rondon";0;0;0;0;0;0;0;1;1;0;0;2
"411510 Mariluz";0;0;0;0;0;0;1;0;0;0;0;1
"411520 Maringá";0;0;0;1;53;34;22;11;4;1;0;126
"411540 Marmeleiro";0;0;0;0;0;0;0;0;1;0;0;1
"411570 Matinhos";0;0;0;0;0;1;1;1;1;0;0;4
"411580 Medianeira";0;0;0;0;0;3;1;0;0;0;0;4
"411590 Mirador";0;0;0;0;0;0;1;0;0;0;0;1
"411610 Moreira Sales";0;0;0;0;0;0;1;0;0;0;0;1
"411620 Morretes";0;0;0;0;0;0;1;0;0;1;0;2
"411690 Nova Esperança";0;0;0;0;0;1;0;0;0;0;0;1
"411705 Nova Laranjeiras";0;0;0;0;0;1;0;0;0;0;0;1
"411710 Nova Londrina";0;0;0;0;0;1;0;0;0;0;0;1
"411725 Nova Prata do Iguaçu";0;0;0;0;0;0;0;1;1;0;0;2
"411722 Nova Santa Rosa";0;0;0;0;1;0;0;0;0;0;0;1
"411730 Ortigueira";0;0;0;0;0;0;1;0;0;0;0;1
"411745 Ouro Verde do Oeste";0;0;0;0;0;0;0;0;1;0;0;1
"411750 Paiçandu";0;0;0;0;0;0;0;0;1;0;0;1
"411760 Palmas";0;0;0;0;0;1;0;1;0;0;0;2
"411770 Palmeira";0;0;0;0;0;1;0;0;0;0;0;1
"411790 Palotina";0;0;0;0;0;2;0;0;0;0;0;2
"411800 Paraíso do Norte";0;0;0;0;0;1;0;0;0;0;0;1
"411820 Paranaguá";1;0;0;0;4;11;13;6;2;1;0;38
"411830 Paranapoema";0;0;0;0;0;0;1;0;0;0;0;1
"411840 Paranavaí";0;0;0;0;2;3;1;3;2;0;0;11
"411850 Pato Branco";1;0;0;0;3;4;2;1;0;0;0;11
"411870 Paulo Frontin";0;0;0;0;1;0;0;0;0;0;0;1
"411900 Pérola d'Oeste";0;0;0;0;0;0;0;0;1;0;0;1
"411915 Pinhais";0;0;0;0;7;12;10;1;4;0;0;34
"411930 Pinhão";0;0;0;0;0;1;0;0;0;0;0;1
"411950 Piraquara";0;0;0;1;4;2;6;4;0;0;0;17
"411990 Ponta Grossa";0;0;0;2;12;12;15;8;1;1;0;51
"411995 Pontal do Paraná";0;0;0;0;0;1;0;0;1;0;0;2
"412060 Prudentópolis";0;0;0;0;0;1;2;0;0;0;0;3
"412080 Quatro Barras";0;0;0;0;1;0;0;0;0;0;0;1
"412100 Querência do Norte";0;0;0;0;0;0;1;0;0;0;0;1
"412130 Rancho Alegre";0;0;0;0;0;0;0;1;0;0;0;1
"412170 Reserva";0;0;0;0;0;1;1;0;0;0;0;2
"412180 Ribeirão Claro";0;0;0;0;0;1;0;0;0;0;0;1
"412220 Rio Branco do Sul";0;0;0;0;0;0;1;0;0;0;0;1
"412240 Rolândia";0;0;0;0;3;1;2;1;0;0;0;7
"412260 Rondon";0;0;0;0;0;0;1;0;0;0;0;1
"412320 Santa Cecília do Pavão";0;0;0;0;0;0;1;0;0;0;0;1
"412350 Santa Helena";0;0;0;0;0;0;1;0;0;0;0;1
"412405 Santa Terezinha de Itaipu";0;0;0;0;0;1;0;0;0;0;0;1
"412410 Santo Antônio da Platina";0;0;0;0;0;1;0;0;1;0;0;2
"412450 Santo Inácio";0;0;0;0;0;1;0;0;0;0;0;1
"412470 São Jerônimo da Serra";0;0;0;0;0;0;0;0;1;0;0;1
"412490 São João do Caiuá";0;0;0;0;0;0;1;0;0;0;0;1
"412500 São João do Ivaí";0;0;0;0;0;0;0;1;0;0;0;1
"412510 São João do Triunfo";0;0;0;0;0;0;1;0;0;0;0;1
"412550 São José dos Pinhais";1;0;0;3;12;16;10;7;4;3;0;56
"412570 São Miguel do Iguaçu";0;0;0;0;1;0;0;0;0;0;0;1
"412575 São Pedro do Iguaçu";0;0;0;0;1;0;0;0;0;0;0;1
"412610 São Tomé";0;0;0;0;0;0;1;0;0;0;0;1
"412625 Sarandi";0;0;0;0;2;7;3;5;3;0;1;21
"412627 Saudade do Iguaçu";0;0;0;0;1;0;0;0;0;0;0;1
"412667 Tamarana";0;0;0;0;0;0;0;1;2;0;0;3
"412680 Tapejara";0;0;0;0;0;2;1;0;0;0;0;3
"412700 Teixeira Soares";0;0;0;0;0;1;0;0;0;0;0;1
"412710 Telêmaco Borba";0;0;0;0;1;1;1;0;1;0;1;5
"412740 Terra Roxa";0;0;0;0;0;0;0;0;1;0;0;1
"412750 Tibagi";0;0;0;0;0;2;1;0;0;0;0;3
"412770 Toledo";0;0;0;1;8;10;7;4;3;0;0;33
"412800 Ubiratã";0;0;0;0;1;0;1;0;0;0;0;2
"412810 Umuarama";0;0;0;0;0;3;5;2;3;0;0;13
"412820 União da Vitória";0;0;0;0;1;1;2;2;0;0;0;6
"412840 Uraí";0;0;0;0;1;0;0;0;0;0;0;1
"412870 Vitorino";0;0;0;0;0;0;1;0;0;0;0;1
"412850 Wenceslau Braz";0;0;0;1;0;0;0;0;0;0;0;1
"410000 Município ignorado - PR";1;0;0;0;0;1;0;0;0;0;0;2
"Total";6;1;2;27;335;373;350;208;98;20;8;1428
