 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2023
"Município (Res)";"< 1 ano";"1-4";"5-9";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"410660 Cruzeiro do Oeste";0;0;0;0;0;0;1;1;0;0;0;2
"410690 Curitiba";0;3;0;4;104;136;110;83;31;6;0;477
"410720 Dois Vizinhos";0;0;0;0;0;1;0;0;0;0;0;1
"410730 Doutor Camargo";0;0;0;0;0;1;0;0;0;0;0;1
"410750 Engenheiro Beltrão";0;0;0;0;0;0;1;0;0;0;0;1
"410765 Fazenda Rio Grande";0;0;0;0;0;1;2;1;1;0;0;5
"410800 Florestópolis";0;0;0;0;0;1;0;0;1;0;0;2
"410830 Foz do Iguaçu";0;0;0;4;25;40;18;19;3;2;0;111
"410832 Francisco Alves";0;0;0;0;0;1;0;0;0;0;0;1
"410840 Francisco Beltrão";0;0;0;1;9;8;7;4;2;1;0;32
"410860 Goioerê";0;0;0;0;0;0;1;0;0;0;1;2
"410880 Guaíra";0;0;0;1;1;1;0;0;0;0;0;3
"410940 Guarapuava";0;0;0;3;6;8;5;2;4;0;0;28
"410960 Guaratuba";0;0;0;0;1;4;9;0;1;1;0;16
"410965 Honório Serpa";0;0;0;0;1;0;0;0;0;0;0;1
"410970 Ibaiti";0;0;0;0;1;3;1;5;1;1;0;12
"410980 Ibiporã";0;0;0;0;3;0;0;1;0;0;0;4
"411000 Iguaraçu";0;0;0;0;7;4;2;2;0;0;0;15
"411007 Imbaú";0;0;0;0;0;1;0;0;0;0;0;1
"411010 Imbituva";0;0;0;0;0;0;0;1;0;0;0;1
"411070 Irati";0;0;0;0;0;0;2;0;2;0;0;4
"411125 Itaperuçu";0;0;0;0;1;1;0;0;0;0;0;2
"411130 Itaúna do Sul";0;0;0;0;0;0;1;0;0;0;0;1
"411150 Ivaiporã";0;0;0;0;1;0;2;0;1;0;0;4
"411180 Jacarezinho";0;0;0;1;2;5;3;4;0;1;0;16
"411190 Jaguapitã";0;0;0;0;0;0;1;0;0;0;0;1
"411210 Jandaia do Sul";0;0;0;0;0;0;1;0;0;0;0;1
"411270 Jataizinho";0;0;0;0;1;2;0;0;0;0;0;3
"411275 Jesuítas";0;0;0;0;1;0;0;0;0;0;0;1
"411300 Jussara";0;0;0;0;0;0;1;0;0;0;0;1
"411320 Lapa";0;0;0;0;1;2;1;0;0;1;0;5
"411325 Laranjal";0;0;0;0;0;1;0;0;0;0;0;1
"411330 Laranjeiras do Sul";0;0;0;0;2;0;1;0;0;0;0;3
"411350 Loanda";0;1;0;0;0;0;1;0;0;0;0;2
"411360 Lobato";0;0;0;0;1;0;0;0;0;0;0;1
"411370 Londrina";0;0;0;3;32;37;20;18;4;0;0;114
"411410 Mandaguaçu";0;0;0;0;1;0;1;0;0;0;0;2
"411420 Mandaguari";0;0;0;0;0;0;1;0;0;0;0;1
"411430 Mandirituba";0;0;0;0;1;0;0;0;0;0;0;1
"411460 Marechal Cândido Rondon";0;0;0;0;0;0;2;1;0;0;0;3
"411480 Marialva";0;0;0;0;1;0;0;1;0;0;0;2
"411500 Marilena";0;0;0;0;2;1;0;0;0;0;0;3
"411510 Mariluz";0;0;0;0;1;0;1;0;0;0;0;2
"411520 Maringá";0;0;0;5;44;30;18;17;9;1;0;124
"411570 Matinhos";0;0;0;0;0;0;2;1;1;0;0;4
"411573 Mato Rico";0;0;0;0;0;0;0;1;0;0;0;1
"411580 Medianeira";0;0;0;1;0;1;0;0;0;0;0;2
"411610 Moreira Sales";0;0;0;0;0;0;1;0;0;0;0;1
"411620 Morretes";0;0;0;0;0;1;0;0;1;0;0;2
"411670 Nova Aurora";0;0;0;0;0;0;0;2;0;0;0;2
"411690 Nova Esperança";0;0;0;0;0;1;0;0;0;0;0;1
"411705 Nova Laranjeiras";0;0;0;0;0;1;1;0;0;0;0;2
"411710 Nova Londrina";0;0;0;0;0;1;1;0;0;0;0;2
"411730 Ortigueira";0;0;0;0;0;1;1;0;0;0;0;2
"411750 Paiçandu";0;0;0;0;1;0;0;0;0;0;0;1
"411760 Palmas";0;0;0;0;2;2;2;2;0;1;0;9
"411810 Paranacity";0;0;0;0;0;0;0;1;0;0;0;1
"411820 Paranaguá";1;0;0;3;9;24;21;7;12;1;0;78
"411840 Paranavaí";0;0;0;1;7;3;4;4;1;0;0;20
"411850 Pato Branco";0;0;0;0;13;11;4;2;1;0;0;31
"411915 Pinhais";0;0;0;0;13;19;7;7;6;0;0;52
"411930 Pinhão";0;0;0;0;1;1;1;3;0;0;0;6
"411940 Piraí do Sul";0;0;1;0;1;0;0;0;0;0;0;2
"411950 Piraquara";0;0;0;0;3;8;3;3;2;2;0;21
"411960 Pitanga";0;0;0;0;0;3;0;1;1;0;0;5
"411990 Ponta Grossa";0;0;0;2;22;30;15;12;5;2;0;88
"411995 Pontal do Paraná";0;0;0;0;0;0;0;0;1;0;0;1
"412000 Porecatu";0;0;0;0;0;0;0;1;0;0;0;1
"412050 Primeiro de Maio";0;0;0;0;0;1;0;0;0;0;0;1
"412060 Prudentópolis";0;0;0;0;0;0;1;0;1;0;0;2
"412080 Quatro Barras";0;0;0;0;1;1;2;0;0;0;0;4
"412090 Quedas do Iguaçu";0;0;0;0;1;0;0;0;0;0;1;2
"412140 Realeza";0;0;0;0;0;1;0;0;0;0;0;1
"412150 Rebouças";0;0;0;0;0;1;0;0;0;0;0;1
"412170 Reserva";0;0;0;0;0;0;1;1;0;0;0;2
"412215 Rio Bonito do Iguaçu";0;0;0;0;0;1;0;1;2;0;0;4
"412220 Rio Branco do Sul";0;0;0;0;0;0;0;1;0;0;1;2
"412240 Rolândia";0;0;0;0;3;2;5;1;0;0;0;11
"412260 Rondon";0;0;0;0;0;0;0;1;0;0;0;1
"412265 Rosário do Ivaí";0;0;0;0;0;1;0;0;0;0;0;1
"412300 Salto do Lontra";0;0;0;0;0;0;0;1;0;0;0;1
"412360 Santa Inês";0;0;0;0;0;0;0;0;0;1;0;1
"412370 Santa Isabel do Ivaí";0;0;0;0;0;0;1;0;0;1;0;2
"412382 Santa Lúcia";0;0;0;0;0;0;1;0;0;0;0;1
"412390 Santa Mariana";0;0;0;0;1;0;0;0;0;0;0;1
"412402 Santa Tereza do Oeste";0;0;0;0;1;0;0;0;0;0;0;1
"412405 Santa Terezinha de Itaipu";0;0;0;0;0;1;0;0;0;0;0;1
"412400 Santana do Itararé";0;0;0;0;0;0;0;1;0;0;0;1
"412410 Santo Antônio da Platina";0;0;0;0;0;2;0;1;0;0;0;3
"412510 São João do Triunfo";0;0;0;0;1;0;0;0;0;0;0;1
"412550 São José dos Pinhais";0;0;0;2;6;18;12;18;3;1;0;60
"412560 São Mateus do Sul";0;0;0;0;0;1;0;0;0;0;0;1
"412570 São Miguel do Iguaçu";0;0;0;0;0;0;2;1;0;0;0;3
"412610 São Tomé";0;0;0;0;0;0;1;0;0;0;0;1
"412625 Sarandi";0;0;0;2;1;2;4;0;0;0;0;9
"412630 Sengés";0;0;0;0;1;0;0;0;0;0;0;1
"412650 Sertanópolis";0;0;0;0;1;1;1;0;0;0;0;3
"412680 Tapejara";0;0;0;0;0;1;0;0;0;0;0;1
"412700 Teixeira Soares";0;0;0;0;1;0;0;1;1;0;0;3
"412710 Telêmaco Borba";0;0;0;0;0;1;1;0;0;0;0;2
"412730 Terra Rica";0;0;0;0;0;0;1;0;0;0;0;1
"412760 Tijucas do Sul";0;0;0;0;0;0;1;0;0;0;0;1
"412770 Toledo";0;0;0;0;21;16;12;10;3;1;0;63
"412785 Três Barras do Paraná";0;0;0;0;0;0;1;2;0;0;0;3
"412788 Tunas do Paraná";0;0;0;0;0;0;0;0;1;0;0;1
"412790 Tuneiras do Oeste";0;0;0;0;0;0;1;0;1;0;0;2
"412796 Turvo";0;0;0;0;0;0;0;1;0;0;0;1
"412810 Umuarama";0;0;0;1;4;10;8;0;1;1;0;25
"412820 União da Vitória";0;0;0;0;2;3;0;2;0;1;0;8
"412840 Uraí";0;0;0;0;0;1;0;0;0;0;0;1
"412855 Vera Cruz do Oeste";0;0;0;0;0;1;0;0;0;0;0;1
"412865 Virmond";0;0;0;0;0;1;0;0;0;0;0;1
"Total";1;4;2;37;463;562;427;313;125;30;3;1967
