 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2020
Ano Notificação: 2020
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2020
"Município (Res)";"< 1 ano";"1-4";"5-9";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"430780 Estrela";0;0;0;0;2;3;0;1;0;0;0;6
"430786 Fagundes Varela";0;0;0;0;1;0;0;0;0;0;0;1
"430790 Farroupilha";0;0;0;0;2;4;3;0;1;1;0;11
"430805 Faxinalzinho";0;0;0;0;0;1;0;0;0;0;0;1
"430820 Flores da Cunha";0;0;0;0;0;1;0;0;0;0;0;1
"430830 Fontoura Xavier";0;0;0;0;0;1;0;0;0;0;0;1
"430850 Frederico Westphalen";0;0;0;0;2;2;2;1;0;0;0;7
"430860 Garibaldi";0;0;0;0;2;0;1;0;0;0;0;3
"430900 Giruá";0;0;0;0;1;1;0;0;0;0;0;2
"430910 Gramado";0;0;0;0;0;0;1;0;0;0;0;1
"430920 Gravataí";0;0;0;0;8;21;20;8;5;0;0;62
"430930 Guaíba";0;0;0;0;4;2;6;4;1;0;1;18
"430940 Guaporé";0;0;0;0;1;0;0;0;0;0;0;1
"430710 Herval";0;0;0;0;0;1;0;0;0;1;0;2
"430960 Horizontina";0;0;0;0;0;0;0;0;1;1;0;2
"431010 Igrejinha";0;0;0;0;1;3;1;0;0;0;0;5
"431020 Ijuí";0;0;0;0;8;16;2;3;4;0;0;33
"431033 Imbé";0;0;0;0;0;0;1;0;0;0;0;1
"431040 Independência";0;0;0;0;1;0;0;0;0;0;0;1
"431053 Itaara";0;0;0;0;0;1;0;0;0;0;0;1
"431060 Itaqui";0;0;0;0;0;3;0;0;1;0;0;4
"431100 Jaguarão";0;0;0;0;0;1;1;0;0;0;0;2
"431120 Júlio de Castilhos";0;0;0;0;0;0;0;1;0;0;0;1
"431130 Lagoa Vermelha";0;0;0;0;1;1;1;2;0;0;0;5
"431140 Lajeado";0;0;0;0;13;10;8;4;1;0;0;36
"431160 Liberato Salzano";0;0;0;0;0;1;0;0;0;0;0;1
"431171 Maçambara";0;0;0;0;0;1;0;0;0;0;0;1
"431180 Marau";0;0;0;0;0;2;2;0;0;0;0;4
"431190 Marcelino Ramos";0;0;0;0;0;0;0;0;0;1;0;1
"431240 Montenegro";0;0;0;1;8;3;6;3;3;0;0;24
"431245 Morro Redondo";0;0;0;0;0;1;0;0;0;0;0;1
"431250 Mostardas";0;0;0;0;0;0;1;0;0;0;0;1
"431270 Nonoai";0;0;0;0;0;1;0;0;0;0;0;1
"431320 Nova Petrópolis";0;0;0;0;0;0;1;0;0;0;0;1
"431337 Nova Santa Rita";0;0;0;0;2;1;1;0;0;0;0;4
"431340 Novo Hamburgo";1;1;0;2;10;16;20;16;7;1;0;74
"431342 Novo Machado";0;0;0;0;0;0;0;1;0;0;0;1
"431350 Osório";0;0;0;1;2;3;2;2;2;0;0;12
"431370 Palmeira das Missões";0;0;0;0;1;2;5;1;2;1;0;12
"431390 Panambi";0;0;0;0;0;0;0;1;1;0;0;2
"431395 Pantano Grande";0;0;0;0;0;1;0;0;0;0;0;1
"431400 Paraí";0;0;0;0;1;0;0;0;0;0;0;1
"431405 Parobé";0;0;0;0;1;1;1;1;1;0;0;5
"431410 Passo Fundo";0;0;0;0;7;15;14;4;2;1;0;43
"431430 Pejuçara";0;0;0;0;0;1;0;0;0;0;0;1
"431440 Pelotas";0;0;0;1;17;28;14;11;6;1;0;78
"431460 Piratini";0;0;0;0;1;1;1;0;0;0;0;3
"431480 Portão";0;0;0;0;0;0;1;1;0;0;0;2
"431490 Porto Alegre";3;1;1;8;125;185;156;101;50;22;0;652
"431510 Porto Xavier";0;0;0;0;0;0;0;1;0;1;0;2
"431530 Quaraí";0;0;0;0;0;1;1;0;0;0;0;2
"431550 Restinga Seca";0;0;0;0;0;1;0;1;0;0;0;2
"431560 Rio Grande";0;0;0;1;13;28;28;13;5;1;0;89
"431570 Rio Pardo";0;0;0;0;1;2;3;0;1;0;0;7
"431580 Roca Sales";0;0;0;0;1;0;0;0;0;0;0;1
"431590 Rodeio Bonito";0;0;0;0;0;0;2;1;0;0;0;3
"431640 Rosário do Sul";0;0;0;0;2;2;3;1;1;1;0;10
"431645 Salto do Jacuí";0;0;0;0;0;0;0;1;0;0;0;1
"431680 Santa Cruz do Sul";0;0;0;1;10;9;11;7;4;0;1;43
"431690 Santa Maria";2;0;0;1;21;24;20;13;1;2;1;85
"431720 Santa Rosa";0;0;0;0;5;3;1;1;0;0;0;10
"431730 Santa Vitória do Palmar";0;0;0;0;3;5;0;5;1;0;0;14
"431700 Santana da Boa Vista";0;0;0;0;0;0;1;0;0;0;0;1
"431710 Santana do Livramento";0;0;0;0;2;4;2;4;2;0;0;14
"431740 Santiago";0;0;0;0;2;0;2;4;1;0;0;9
"431750 Santo Ângelo";0;0;0;0;7;6;1;0;2;0;0;16
"431760 Santo Antônio da Patrulha";0;0;0;0;3;0;0;1;0;0;0;4
"431770 Santo Antônio das Missões";0;0;0;0;1;0;1;0;0;0;0;2
"431800 São Borja";0;0;0;1;2;1;4;2;1;0;0;11
"431810 São Francisco de Assis";0;0;0;0;0;0;0;1;0;0;0;1
"431820 São Francisco de Paula";0;0;0;0;0;1;0;0;0;0;0;1
"431830 São Gabriel";0;0;0;0;4;1;4;5;0;1;0;15
"431840 São Jerônimo";0;0;0;0;0;5;1;1;1;1;0;9
"431850 São José do Norte";1;0;0;0;0;0;1;1;0;0;0;3
"431860 São José do Ouro";0;0;0;0;0;1;0;0;0;0;0;1
"431870 São Leopoldo";0;1;0;0;9;20;15;9;7;0;1;62
"431880 São Lourenço do Sul";0;0;0;0;2;1;0;0;0;0;0;3
"431890 São Luiz Gonzaga";0;1;0;0;4;3;0;1;0;1;0;10
"431950 São Sebastião do Caí";0;0;0;0;0;2;1;1;0;0;0;4
"431960 São Sepé";0;0;0;0;0;1;0;0;0;0;0;1
"431990 Sapiranga";0;0;0;0;5;2;4;2;2;0;0;15
"432000 Sapucaia do Sul";0;0;0;0;7;7;11;8;4;0;1;38
"432055 Sertão Santana";0;0;0;0;0;1;1;0;0;0;0;2
"432080 Soledade";0;0;0;1;3;1;3;0;2;0;0;10
"432100 Tapera";0;0;0;0;1;0;0;0;0;0;0;1
"432110 Tapes";0;0;0;0;1;1;0;1;0;1;0;4
"432120 Taquara";0;0;0;0;5;5;5;1;1;0;0;17
"432130 Taquari";0;0;0;0;0;1;1;1;0;0;0;3
"432132 Taquaruçu do Sul";0;0;0;0;0;1;0;0;0;0;0;1
"432135 Tavares";0;0;0;1;0;0;1;0;0;0;0;2
"432140 Tenente Portela";0;0;0;0;1;0;0;1;0;0;0;2
"432145 Teutônia";0;0;0;0;0;2;0;1;0;0;0;3
"432150 Torres";0;0;0;1;2;6;3;2;2;0;0;16
"432160 Tramandaí";0;0;0;0;5;4;10;8;4;2;0;33
"432166 Três Cachoeiras";0;0;0;0;1;0;0;0;0;0;0;1
"432180 Três de Maio";0;0;0;0;0;0;1;0;0;0;0;1
"432190 Três Passos";0;0;1;0;0;1;0;0;0;0;0;2
"432200 Triunfo";0;0;0;0;0;1;0;0;2;0;0;3
"432220 Tupanciretã";0;0;0;0;1;0;0;1;0;0;0;2
"432225 Tupandi";0;0;0;0;0;1;0;0;0;0;0;1
"432240 Uruguaiana";0;0;0;0;5;7;10;10;5;2;0;39
"432250 Vacaria";0;0;0;0;3;5;8;4;0;0;0;20
"432254 Vale Real";0;0;0;0;0;0;0;0;1;0;0;1
"432260 Venâncio Aires";0;0;0;0;0;1;5;4;2;0;0;12
"432270 Vera Cruz";0;0;0;0;2;0;0;1;0;0;0;3
"432280 Veranópolis";0;0;0;0;0;0;1;0;0;0;0;1
"432300 Viamão";0;0;0;2;17;22;12;21;4;1;0;79
"432380 Xangri-lá";0;0;0;0;2;1;3;0;1;0;0;7
"Total";8;6;2;29;473;686;575;426;191;49;5;2450
