 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"411330 Laranjeiras do Sul";3;2;5
"411350 Loanda";2;1;3
"411370 Londrina";91;33;124
"411375 Lunardelli";1;0;1
"411400 Mamborê";1;2;3
"411410 Mandaguaçu";3;0;3
"411420 Mandaguari";0;2;2
"411430 Mandirituba";3;0;3
"411440 Mangueirinha";0;2;2
"411460 Marechal Cândido Rondon";3;2;5
"411480 Marialva";2;0;2
"411520 Maringá";76;32;108
"411560 Matelândia";1;0;1
"411570 Matinhos";1;2;3
"411580 Medianeira";3;1;4
"411605 Missal";1;0;1
"411610 Moreira Sales";1;0;1
"411620 Morretes";3;0;3
"411630 Munhoz de Melo";1;0;1
"411650 Nova Aliança do Ivaí";1;0;1
"411670 Nova Aurora";1;0;1
"411690 Nova Esperança";2;1;3
"411700 Nova Fátima";1;0;1
"411720 Nova Olímpia";2;0;2
"411750 Paiçandu";4;1;5
"411760 Palmas";4;4;8
"411780 Palmital";2;0;2
"411790 Palotina";2;2;4
"411810 Paranacity";0;1;1
"411820 Paranaguá";67;34;101
"411840 Paranavaí";11;4;15
"411850 Pato Branco";17;9;26
"411880 Peabiru";1;0;1
"411890 Pérola";3;0;3
"411915 Pinhais";36;18;54
"411920 Pinhalão";1;0;1
"411930 Pinhão";2;1;3
"411940 Piraí do Sul";2;1;3
"411950 Piraquara";14;11;25
"411960 Pitanga";1;1;2
"411990 Ponta Grossa";61;38;99
"411995 Pontal do Paraná";4;1;5
"412000 Porecatu";1;0;1
"412010 Porto Amazonas";0;1;1
"412060 Prudentópolis";3;0;3
"412080 Quatro Barras";1;0;1
"412090 Quedas do Iguaçu";2;0;2
"412110 Quinta do Sol";1;0;1
"412150 Rebouças";0;1;1
"412170 Reserva";1;0;1
"412180 Ribeirão Claro";1;1;2
"412220 Rio Branco do Sul";4;1;5
"412240 Rolândia";2;0;2
"412250 Roncador";1;2;3
"412265 Rosário do Ivaí";1;0;1
"412320 Santa Cecília do Pavão";1;0;1
"412350 Santa Helena";3;1;4
"412405 Santa Terezinha de Itaipu";1;1;2
"412410 Santo Antônio da Platina";5;2;7
"412440 Santo Antônio do Sudoeste";0;1;1
"412470 São Jerônimo da Serra";1;0;1
"412520 São Jorge d'Oeste";1;0;1
"412535 São Jorge do Patrocínio";2;1;3
"412540 São José da Boa Vista";1;0;1
"412550 São José dos Pinhais";51;18;69
"412610 São Tomé";1;2;3
"412620 Sapopema";0;1;1
"412625 Sarandi";4;2;6
"412660 Siqueira Campos";2;0;2
"412667 Tamarana";1;0;1
"412680 Tapejara";2;1;3
"412690 Tapira";0;1;1
"412700 Teixeira Soares";1;0;1
"412710 Telêmaco Borba";4;1;5
"412730 Terra Rica";1;0;1
"412750 Tibagi";3;0;3
"412760 Tijucas do Sul";0;1;1
"412770 Toledo";26;16;42
"412780 Tomazina";0;1;1
"412785 Três Barras do Paraná";0;1;1
"412796 Turvo";0;1;1
"412800 Ubiratã";2;1;3
"412810 Umuarama";14;7;21
"412820 União da Vitória";8;1;9
"412840 Uraí";2;1;3
"412855 Vera Cruz do Oeste";1;0;1
"412850 Wenceslau Braz";3;1;4
"410000 Município ignorado - PR";1;0;1
"Total";1419;662;2081
