 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2016
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"431140 Lajeado";21;16;0;37
"431150 Lavras do Sul";1;0;0;1
"431170 Machadinho";1;0;0;1
"431175 Manoel Viana";1;1;0;2
"431180 Marau";3;1;0;4
"431240 Montenegro";17;12;0;29
"431250 Mostardas";1;0;0;1
"431261 Muitos Capões";1;0;0;1
"431300 Nova Bréscia";1;0;0;1
"431303 Nova Esperança do Sul";1;0;0;1
"431330 Nova Prata";1;1;0;2
"431337 Nova Santa Rita";3;2;0;5
"431340 Novo Hamburgo";57;50;2;109
"431350 Osório";18;11;0;29
"431365 Palmares do Sul";2;1;0;3
"431370 Palmeira das Missões";7;4;0;11
"431390 Panambi";1;0;0;1
"431395 Pantano Grande";1;1;0;2
"431400 Paraí";1;0;0;1
"431403 Pareci Novo";0;1;0;1
"431405 Parobé";5;6;0;11
"431410 Passo Fundo";27;23;0;50
"431420 Pedro Osório";0;2;0;2
"431440 Pelotas";92;63;0;155
"431442 Picada Café";1;0;0;1
"431447 Pinhal Grande";1;0;0;1
"431450 Pinheiro Machado";1;2;0;3
"431460 Piratini";0;1;0;1
"431470 Planalto";1;0;0;1
"431480 Portão";1;1;0;2
"431490 Porto Alegre";629;395;0;1024
"431510 Porto Xavier";1;1;0;2
"431530 Quaraí";1;1;0;2
"431531 Quatro Irmãos";1;0;0;1
"431532 Quevedos";1;0;0;1
"431540 Redentora";1;0;0;1
"431550 Restinga Seca";2;2;0;4
"431560 Rio Grande";79;53;0;132
"431570 Rio Pardo";4;2;0;6
"431590 Rodeio Bonito";1;0;0;1
"431600 Rolante";1;0;0;1
"431620 Rondinha";1;0;0;1
"431640 Rosário do Sul";5;2;0;7
"431642 Sagrada Família";1;0;0;1
"431643 Saldanha Marinho";1;0;0;1
"431650 Salvador do Sul";2;0;0;2
"431660 Sananduva";0;1;0;1
"431670 Santa Bárbara do Sul";1;0;0;1
"431673 Santa Cecília do Sul";1;0;0;1
"431680 Santa Cruz do Sul";30;21;0;51
"431690 Santa Maria";72;35;0;107
"431720 Santa Rosa";5;7;0;12
"431730 Santa Vitória do Palmar";8;5;0;13
"431700 Santana da Boa Vista";1;0;0;1
"431710 Santana do Livramento";12;5;0;17
"431740 Santiago";7;7;0;14
"431750 Santo Ângelo";11;9;0;20
"431760 Santo Antônio da Patrulha";5;2;0;7
"431790 Santo Cristo";1;1;0;2
"431800 São Borja";11;5;0;16
"431820 São Francisco de Paula";2;1;0;3
"431830 São Gabriel";5;5;0;10
"431840 São Jerônimo";2;0;0;2
"431850 São José do Norte";2;1;0;3
"431862 São José dos Ausentes";1;0;0;1
"431870 São Leopoldo";53;44;0;97
"431880 São Lourenço do Sul";2;0;0;2
"431890 São Luiz Gonzaga";4;2;0;6
"431900 São Marcos";2;1;0;3
"431910 São Martinho";0;1;0;1
"431912 São Martinho da Serra";0;1;0;1
"431915 São Miguel das Missões";0;1;0;1
"431940 São Pedro do Sul";0;1;0;1
"431950 São Sebastião do Caí";2;1;0;3
"431960 São Sepé";0;2;0;2
"431990 Sapiranga";16;8;0;24
"432000 Sapucaia do Sul";43;20;0;63
"432010 Sarandi";1;0;0;1
"432020 Seberi";2;1;0;3
"432035 Sentinela do Sul";2;1;0;3
"432040 Serafina Corrêa";1;0;0;1
"432050 Sertão";0;1;0;1
"432070 Sobradinho";1;1;0;2
"432080 Soledade";6;2;0;8
"432090 Tapejara";0;2;0;2
"432110 Tapes";2;1;0;3
"432120 Taquara";17;12;0;29
"432130 Taquari";1;1;0;2
"432140 Tenente Portela";1;0;0;1
"432150 Torres";9;5;0;14
"432160 Tramandaí";25;20;0;45
"432166 Três Cachoeiras";1;0;0;1
"432170 Três Coroas";1;1;0;2
"432180 Três de Maio";5;2;0;7
"432183 Três Forquilhas";0;1;0;1
"432185 Três Palmeiras";1;0;0;1
"432190 Três Passos";1;0;0;1
"432195 Trindade do Sul";1;0;0;1
"432200 Triunfo";4;2;0;6
"432210 Tucunduva";1;0;0;1
"432220 Tupanciretã";1;0;0;1
"432240 Uruguaiana";23;21;0;44
"432250 Vacaria";3;4;0;7
"432253 Vale do Sol";1;0;0;1
"432260 Venâncio Aires";8;6;0;14
"432270 Vera Cruz";0;2;0;2
"432280 Veranópolis";6;1;0;7
"432300 Viamão";54;33;0;87
"432370 Vista Gaúcha";1;0;0;1
"432380 Xangri-lá";4;0;0;4
"Total";2137;1366;2;3505
